Model,MAE,RMSE,MAPE,R²,Median AE,Samples
XGBoost,111.31478961504028,245.13057610731403,18.613766070579498,0.7773141129000773,61.210000000000036,1117
Ridge,180.31130707251566,407.17087764768587,27.50513409351352,0.3856000968676916,88.58999999999997,1117
CatBoost,138.3794986571173,299.6070062628551,22.045693468471093,0.6673391809686021,74.76999999999998,1117
